plant,disease,image_path,date,location,lat,lon,condition,recommendation
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/65fea7866da2bc5b9e438792a05ee152.jpg,2025-03-20,Karo,3.060175471243575,98.45404201193169,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/0fd74b4d559b20293c682eb1a6e4b1ee.jpg,2026-04-07,Simalungun,2.921022539716277,98.97724809607188,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/c5cc15ec57ae4abdda227b5d54a1b92e.jpg,2025-01-30,Simalungun,2.981120483181766,98.94274803987177,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/3526dd7c6aa6d483b51f515a6178f334.jpg,2025-06-24,Simalungun,2.874182507131547,98.94802996719925,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/123b6cb7cb3fad22aad52835e5d4c4c0.jpg,2024-11-18,Karo,3.1786436188374094,98.46091707625722,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/ab2e5a04849d53dd37be5332e709411c.jpg,2026-04-25,Karo,3.099012365470823,98.44844273113652,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/0e6fdd052cd90dab85b49ff13377013a.jpg,2024-06-24,Simalungun,2.8570310870688265,98.93583026026522,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/da7f6a1a4957de0f69e150fd58293281.jpg,2025-09-23,Simalungun,2.8309992228398944,99.01956500450382,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/dff7d6bd80769e7246409c1b19905088.jpg,2025-01-08,Karo,3.1164926086518596,98.47363960471365,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/8745b57101775b07cfc1ef10942f60c9.jpg,2024-06-23,Simalungun,2.848358180598707,98.94460101816189,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/186b20930b1680b0ad19e0f59200db46.jpg,2025-11-10,Karo,3.0420615025327074,98.41792555803531,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/beac8bfe787d4f78faa25750e4901cdd.jpg,2026-01-14,Simalungun,2.9685894091866185,99.06143859105539,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/184fae04e81f3f0416e21d978a388503.jpg,2025-12-02,Simalungun,2.9022113351441146,99.05173668683243,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/8cb6c76155704150ea701e823afba3bc.jpg,2026-02-15,Simalungun,2.8815652024255014,98.95483137723903,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/c4bc30d2142ee50dec8897b84bca06d2.jpg,2025-03-06,Karo,3.1419887715795527,98.43413922123149,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/695c1843f28f36f4235238b879330aef.jpg,2026-03-26,Simalungun,2.9194651122172437,98.93789939878188,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/6c1cc0d57993f5e0072b8080eda1eeaf.jpg,2025-08-09,Karo,3.112918624910987,98.46447352774149,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/e529c77d454442f57fec71f26fbba8eb.jpg,2026-03-12,Simalungun,2.858697244931104,99.01980760787204,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/0f675a62ed33228d76b87810d4a0e57f.jpg,2024-06-25,Simalungun,2.9071742522598045,99.00407517830506,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/5d1053d5f913b52dcc9fa07b4072bc69.jpg,2025-08-05,Karo,3.1361704095398855,98.49922462707995,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/a15a4ff4b2f991226b552a79325949c7.jpg,2026-01-24,Karo,3.087984091090712,98.47604616176237,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/7b6f2296f006f0e03d005a9a5ed17598.jpg,2026-02-07,Simalungun,2.8889623537069262,99.03149698361246,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/d69e96fc678f0067a633c54eb7b30c41.jpg,2024-10-30,Karo,3.1175164521146996,98.39306296843799,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/a1d4b596171804bed6dd6f2aad477ea9.jpg,2025-07-28,Karo,3.118747067792759,98.51226715052887,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/ad7ee5820c05b2560bf51bcdf2395bf4.jpg,2024-11-22,Simalungun,2.8821147642052822,98.9967982399231,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/650ee91d71f65475d8a586013cc79488.jpg,2024-04-28,Simalungun,2.9122121172191084,99.0175006916683,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/29ea4899b68cec18fb1c449ec064414c.jpg,2024-04-05,Karo,3.0387230213066196,98.51981136668947,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/27f4b2dfae36e58aa66d8e943f12797f.jpg,2026-02-16,Karo,3.0354917979509346,98.49692113510343,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/b6cfe9c54689f8f7854ac4d0c37d7a66.jpg,2025-08-27,Karo,3.097561168289556,98.51137668354649,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/ee5752e7536dc9b13e194e8ad1e6588a.jpg,2026-03-30,Simalungun,2.8885924198196564,98.91803654241062,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/8fbc3020becffbf5dd0aef380198c1f9.jpg,2025-05-06,Karo,3.121518531876295,98.43354716822002,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/8bccc2ccf753f6c852c2ac18bdd5e0de.jpg,2026-03-23,Karo,3.1397290842240695,98.4631697323124,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/e1cec1b9fe0d3c59e62d0e186f1f1096.jpg,2025-12-05,Karo,3.127176442865642,98.52231786802204,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/89e0983eaad72d31197eb95d2582cbd0.jpg,2025-05-01,Simalungun,2.859635041420938,99.05955993934165,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/9394a894c06b65ddced3b5297389f3fd.jpg,2025-10-14,Karo,3.0277447398758817,98.47236840664391,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/7539caca4c870353247dfe38761e5ab5.jpg,2025-02-14,Karo,3.087100676894141,98.51406622002915,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/7a314ff619ca7d01709f2fac5b303cc4.jpg,2024-10-20,Karo,3.1216177264843323,98.54011819265222,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/0427b1b0f9614bc406d8a996069f3394.jpg,2024-10-15,Karo,3.173493297741592,98.44473042426115,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/8bfaab458ee814e0656331136efea1f3.jpg,2024-11-23,Karo,3.1634839992447628,98.5032552325531,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/e0ee940776e739faf3729ab0d91f33ee.jpg,2024-11-07,Simalungun,2.8934528624454785,98.95203748603039,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/0ed481bc1ac9269ad7357df9456b8517.jpg,2026-03-26,Simalungun,2.8991857467139623,98.93754551019983,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/38066425dea28e3a649a4ef74679308e.jpg,2024-08-26,Simalungun,2.9015371804082797,99.06800323607204,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/08eaf5b66f7e1a238bd3880d3f4df7fe.jpg,2026-03-20,Simalungun,2.8911648295248953,99.03830259860746,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/2ce77f888ec02b4e00eede6c055b51bb.jpg,2025-06-12,Karo,3.095574369432377,98.42140040350792,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/34cea99d5af94bfd8b9b7c58371a145a.jpg,2024-06-14,Simalungun,2.860286682562076,99.00739808419044,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/30dc85aef8d9e2df2c26e36821a550c7.jpg,2024-11-04,Simalungun,2.8396175771986076,99.01242314847046,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/d919ecfcbba474802272ec9b4e3be93e.jpg,2024-11-03,Simalungun,2.908418210088728,98.9927046415531,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/70308d0602b31c704ad2e500d37cad4d.jpg,2024-09-09,Karo,3.1733560680875317,98.38909420472616,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/c300ad84b04b6153a426db663852a948.jpg,2025-07-28,Karo,3.0552691082374035,98.52729356711582,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/c726d644eaaa898a59d2f9e70613fc41.jpg,2025-12-18,Karo,3.080620273865013,98.39001137176716,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/a96c5a78dba1b69d1f93b5193980f13e.jpg,2025-08-08,Simalungun,2.862784478886084,98.9904995664439,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/2821ef4585f74d95d4e01026089082ab.jpg,2025-08-21,Simalungun,2.9497882215984554,98.9358387167631,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/6b06c6cf25c57eee6fa7addcecb1f3b5.jpg,2024-11-04,Simalungun,2.952734981188093,98.9944576246596,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/3cc63e469f3af11a299de46f00acc58f.jpg,2025-06-13,Simalungun,2.8490695086782254,98.97828786115385,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/f8a7655d906cb345e01f0429b351a7d4.jpg,2025-02-01,Simalungun,2.8668493478055046,99.01580254887715,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/dcc95a5f6102f96399ebc7753e65253a.jpg,2025-04-26,Simalungun,2.8758377703543383,98.96702103475133,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/bd30f88b46dd947172aea892de49e595.jpg,2025-09-14,Simalungun,2.9242502160856945,99.05019175252077,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/9b3fd7e6a57b15762df5522ebc346722.jpg,2026-01-04,Karo,3.1213030749562494,98.46113725571003,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/b6243b306b9c114a640c0594c7a7e3de.jpg,2024-10-19,Karo,3.163075298744065,98.50665740295675,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/ccbd4aca6a30beb81477de5499c16142.jpg,2024-10-19,Simalungun,2.8550939493589564,98.97909031682424,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/7dd3d92f5398e69423d5fa90d6448a11.jpg,2026-03-14,Karo,3.0844349874090176,98.47981231783758,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/b43f4772ab311fcc6b7b9dbb2a1538de.jpg,2026-01-15,Simalungun,2.867744703573055,99.06761198169715,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/52a873ab0816495c0a52ed4ed874bdf3.jpg,2025-01-27,Karo,3.032138115804791,98.40971509562456,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
tomato,target_spot,/root/.cache/kagglehub/datasets/pppiiiy/data-science-data/versions/1/combined/tomato/target_spot/d1376edb277557355dbe72dd623b9145.jpg,2026-04-17,Simalungun,2.95758386404133,98.9303696056673,"Suhu hangat, Kelembaban tinggi",Semprotkan fungisida Mankozeb.
